  C1,       C2,       C3,       C4,       C5,       C6,       C7, C8
1675,  -2.3998, 0.031183, 0.846619, -3.02203, -1.61923,-0.700991,218
1676,  3.51905,  2.29841, 0.895287, 0.413838,  3.04194,   2.0443,218
1677, -1.80841, -2.91505, -5.79563,  0.04994, 0.299058, -4.35171,218
1678,  2.96787, 0.802815, 0.747144,  -5.8327, -3.57613, -3.55626,218
1679, -1.19906,-0.247664,-0.789515,  1.03126,  1.24131,-0.225462,218
1680,  1.65419,  2.38565, -1.57035, -5.08181, -4.87981, -2.33224,218
1681,  1.39985, 0.988139,  2.96021, -2.05124, -1.67277,  -3.0965,219
1682, -2.22103, -5.40176,  2.05772,-0.489186,-0.584995, -1.78033,219
1683, -1.32741,-0.811818,  1.62266, -1.90182, -3.73789, 0.691705,219
1684, 0.391122, 0.437298,  1.94233, 0.353753, -2.22988,-0.071167,219
1685, -2.98347,  2.29455, -3.68026, -2.42681, -1.66419,-0.429048,219
1686,  3.31563, -1.01645,   4.1527,  1.95243,  2.26272, 0.255056,219
1687,  2.20585, -2.49505,  3.06207,  3.93514,   2.3949, -1.39138,219
1688, -1.98424, -2.95948, 0.137718, -0.10199,-0.769873, -2.46667,219
1689,  1.54729,  1.79673,  1.04391,    -1.17,  1.02288,  -4.6881,219
1690, -1.51469,-0.220437, -2.39307,-0.533563,-0.445535,-0.189733,219
1691, -5.72015,  2.76043,-0.655383,  1.05394, -4.01028, -4.79286,220
1692, -3.23176,   1.5053,  3.04154,  2.52797, 0.453915,  -2.5916,220
1693, -4.11246, -1.85698, -2.14448, 0.357384,-0.076883, -2.15493,220
1694, -2.29885,   3.0587,-0.808776, -1.03459, 0.994591,  -0.7014,220
1695,  -4.9295, 0.561822, -1.90857, -1.26973, -2.79152, -4.40481,220
1696,  3.19088, -2.12046,   1.0394,  1.62076, -3.10312, -1.02398,220
1697,-0.069644, -1.12964, 0.710176,  -2.1489, -4.11222, -2.34164,220
1698, -1.93533,  1.85076, -2.99699, -1.75751,-0.609707, 0.793453,220
1699, -3.00747,  1.83748, -1.63395, -3.20967, -3.62589, -1.79638,220
1700,-0.128831,  2.44717, -0.81806,  2.51984,-0.857988, -2.24828,220
1701,    1.565,  2.98881, -1.55955,-0.528589, 0.640205, -1.15963,221
1702, -4.06871,-0.609724, -3.43003,  1.60286,-0.396213,-0.005104,221
1703,  -3.1388, -1.57205, 0.159762, -3.05241, -2.43301,-0.558235,221
1704,-0.873768, -3.09582,   0.1237, -2.58438, -1.98498,  1.44512,221
1705,-0.104394, -3.16119, -2.24974,-0.522124, -3.74158, -5.28209,221
1706, -3.40423, -3.45372, -3.01707, -0.95173, -3.62812,  -1.2206,221
1707, -5.08969, -1.12338, -2.71999,  -2.2105, -2.92205, -3.01404,221
1708, -2.98041, -5.71091, -2.64096,  2.11884,  1.87783, -1.67236,221
1709, -3.37681, -4.21107, 0.693965, -2.50616, -3.04387, -1.36904,221
1710, -5.48518, -3.11245, -2.83627, -3.55237, -3.71951, -6.15585,221
1711, 0.077144,  1.85026,   2.9119,-0.387343,  5.34549,  6.14056,222
1712,  1.73924,  1.47541,  2.27684, -3.45631,  5.51734, -1.45169,222
1713,-0.208568, -3.93015,-0.720897,-0.545551, 0.344583,  2.91826,222
1714,-0.948208,  1.52298, 0.833931,  -3.2926,  1.09612,   3.8721,222
1715,-0.493247,  1.86372,   2.8652, 0.123174, 0.543889,  2.11441,222
1716,  4.11631, -1.71161,  3.33573,   1.1846, -1.50896, -0.01903,222
1717, 0.073789, -0.01162, -1.05682, -3.19176,-0.151969,  3.85042,222
1718,  3.53188, 0.438744,  6.44956,-0.873982,  1.46215,  3.17132,222
1719, -1.64677, -1.19825,  2.65704,-0.321853,  3.36223,  5.82209,222
1720,  2.09417,  3.10916,  1.79261,  1.82639,  1.15573,   1.6494,222
1721, -4.19763,-0.553892, 0.051062,  1.79757,   2.5076, -2.75698,223
1722,  -1.0743,-0.453485,  3.07203, -1.98574,-0.799649, 0.933089,223
1723, -1.88832, -1.43856,  2.98633,-0.010384,  2.09176,-0.083296,223
1724, 0.957272,  1.13876, 0.993931,  1.19916,  4.24525,  1.43514,223
1725, -1.91254, 0.776648,  3.72778, 0.296845,  3.04396, -2.18243,223
1726, -3.93412, -3.29133, -0.81828,  1.26202, 0.829929, -1.04401,223
1727, -1.17019, 0.859783,   1.1306, -1.84513,-0.901931,  -2.1264,223
1728, -3.54373, -3.08384, -2.50193,-0.403804,  4.33453,-0.375747,223
1729, -4.42276, -1.97051, 0.715543, -2.09166, -2.90182,  2.47834,223
1730, -3.62826, -1.68483, 0.152648,-0.798986,  3.95925, -1.79828,223
1731,  0.16776, -3.23497, -2.61581,  3.90235,  1.73654,  1.48521,224
1732, 0.247317, 0.313984, 0.228571,  2.65991, 0.463322,  0.80507,224
1733, -4.64797, -3.01235,-0.323059,   5.8698,  1.49674,  2.99369,224
1734, -4.30232,  2.10794, -0.18238,  1.45803,-0.605797,  2.02824,224
1735,  3.02299,-0.713605, 0.137185, -1.16303, 0.131573,-0.554683,224
1736, -1.53288, -1.13337, 0.422703, -2.26054,  1.44795, -1.78617,224
1737,  0.55044,  -1.2796,  -1.0283,  1.21448,  2.55057, -1.38724,224
1738, 0.619078, -1.47965,    1.904,  5.67131,   4.9861,   2.5681,224
1739,  0.52287, -3.06368,-0.137725,  2.27196, 0.255168,  2.53529,224
1740, -3.44157, 0.460363, -1.56528,  2.90818,-0.798854,  1.12511,224
1741, -3.74797,  3.28939, -3.31438,-0.165736, -3.88038, 0.870881,225
1742, -3.53999,-0.326156, -4.48639,    1.281,-0.170416, -2.09767,225
1743, -5.17071, -4.02224,   -3.168,-0.806158, -2.19344, -2.60067,225
1744, 0.006298, -1.56564, -5.06883, -3.32463, -3.01176, -1.57573,225
1745,  4.65463, 0.412867, 0.735188,  -5.5039,  -1.1121, -4.15532,225
1746,  -3.3485, -0.43957, -2.82174,  -5.3872, -1.88129, -1.20174,225
1747,  1.80144, 0.151427, -1.36168,   3.0263, 0.892255,   1.0537,225
1748, -2.61553, -2.71334,  2.14143, -2.66724, -3.67042,  -2.5995,225
1749, 0.957331,  3.95034, 0.867477,  -1.0155, -2.75352, -3.70065,225
1750,  2.74112,  1.31862,-0.559475, -2.04134,-0.250905, -1.55204,225
1751,  1.05396,  6.12503,  4.51532, -3.21587, -1.55048,-0.134267,226
1752,  1.75949,  1.86604,  1.45533,-0.997426, 0.416883, -2.72753,226
1753,  2.77674,  4.27856,  2.56755,  5.09628, -1.28522,  5.20121,226
1754,  2.07244,  2.66391, -0.44987,  -4.3664,  -2.0712, -1.09386,226
1755,  3.02732,   2.6968,  1.67097, 0.555741, -1.37429, -1.33051,226
1756,  1.10937,  6.88617,  5.25285, -8.57681, -2.54561,   0.1471,226
1757,  2.60833,  6.74728,  1.48221,-0.559342, 0.443942,  3.33699,226
1758,  1.40952,  4.01268,  5.84404, -1.51487,  1.30613,-0.430762,226
1759,-0.504917,  5.74586, -1.04776, -5.67424, -1.52905,-0.747738,226
1760,  1.57082,   5.6629,  4.14663, -1.76143, -1.01225, 0.745116,226
1761,  2.79044,   5.2498, -2.59994,-0.495975,  2.59563, -1.13076,227
1762, 0.114623,-0.961409, -2.17982,   5.4855,  5.90438,-0.240267,227
1763,  2.85449,  4.45404, -0.55548,  1.02205,  3.69156,-0.082146,227
1764,-0.408125,-0.414961, -1.32994, -4.02019, -2.25167, -6.18994,227
1765,  1.23149,  3.21116,  3.66281,  3.38246,   6.5019,  1.48943,227
1766,  4.73183,  1.26296,  -1.5211,  1.44458,  1.91255,  2.87279,227
1767,  5.46003,  4.75401,-0.346011,  2.79753,  3.46367, -1.21739,227
1768,  1.88549,  1.82664, -3.26416, -1.56552,   2.2594, -3.60654,227
1769,  2.37952,  1.14128, -1.10825,  4.90327,  4.23534, -1.77737,227
1770,   3.9152,   3.0327, -1.59332, -6.02538,-0.743056,  -3.5962,227
1771, 0.904449, -1.22836, -0.05189, -1.75539,-0.582167, -2.15531,228
1772,  2.41445, 0.228438, 0.669245,-0.484585,   3.4324,  1.35107,228
1773, -6.68504, -4.02505, -6.55237, -3.00132,-0.514944, -1.36863,228
1774,-0.531322, -5.15673,-0.126004,  1.53684,  5.23002, 0.130248,228
1775,-0.402193, -3.27152,-0.581351, -3.92485,-0.239808, -0.46414,228
1776, -2.48892, -1.09373, -2.09503, -3.10185, -3.11078,  1.47374,228
1777,  1.22113, -1.71175,  2.22255, -2.17104,  3.97053, 0.649789,228
1778, 0.406958, -2.78083,  -3.4966,-0.345288,  1.86555,  4.34897,228
1779,-0.353386,-0.872364, 0.164342,  1.94219, 0.389529,   2.9114,228
1780, 0.234701,  1.18463, -3.57555, -5.87425, -1.96664, -4.90066,228
1781,  5.52168,  2.81713, -3.23432, -1.54861,  2.34721,-0.526343,229
1782,  5.51917, -2.57617, -2.98783, -2.93076,  1.76021, -1.48019,229
1783,  3.78158, -3.67741, -2.99042, -4.03043,  1.81553, -3.47093,229
1784,  1.82847, -2.24988, -1.79923, -1.71098,  0.27753,   3.7684,229
1785, -0.49633, -2.39564, 0.727029, -3.04968, 0.791553, -6.45284,229
1786,  1.48551, -1.05015,-0.290783, -1.45151, 0.243909,-0.543891,229
1787,  3.14561,  -4.4679, -2.97317,-0.095779,  4.00303,-0.451838,229
1788, -1.11829,-0.076903,  1.51302, -1.26445, -1.72208, -1.65901,229
1789,  3.92464,  -2.5499, 0.493093,  -2.8891,  3.10238, -4.83458,229
1790,  1.69399, 0.943611,  0.33532,-0.362406,  2.99896, -1.07984,229
1791, -1.51361, -2.24289,  4.36187,  6.08419,-0.966162,-0.318307,230
1792,  1.53054,  1.53998, -1.85263,  1.71202,-0.639675,  1.15736,230
1793,  1.96291,  1.53754,  3.67076,-0.478127,  1.76686, -2.10066,230
1794, 0.223056,  1.09221,  -1.0052,  2.74886,  1.01973, -4.38924,230
1795,  -2.3662, -3.52209, -1.50009,  1.02988, -4.40578, 0.422369,230
1796, -1.93463, -1.17199,-0.994996,  4.04716,    3.411, 0.591274,230
1797, -2.92048,   1.7905, -1.63047,  -1.4072, -1.88562, -1.19814,230
1798,-0.378125,  0.53555,  2.07005, -4.10921, 0.803815, -3.08177,230
1799,  2.80222,  0.46362,  2.65401,  3.42716, -2.53792, 0.265584,230
1800, -1.27497, -2.24921, -1.01132, -2.98407, 0.032795, -4.57984,230
